machine_id,Air temperature [K],temp_diff,Rotational speed [rpm],Torque [Nm],power_kw,Tool wear [min]
4,0.2812499999999939,0.6333333333333327,0.7558684189395362,0.786096256684492,0.8113854463960772,0.679446736229073
4,0.2812499999999939,0.6000000000000114,1.0,0.0819964349376114,0.1714863737745179,0.6940063091482674
1,0.2812499999999939,0.6000000000000114,0.7403442092021094,0.9786096256684492,0.9893465689760113,0.703712691094397
2,0.2656249999999991,0.5999999999999924,0.8013704129975111,0.7807486631016042,0.8543775699794735,0.7134190730405267
3,0.2499999999999955,0.6333333333333327,0.837772008243891,0.625668449197861,0.715773121361863,0.7376850279058507
3,0.2499999999999955,0.6333333333333327,0.9052220229651244,0.5365418894830659,0.663229798594788,0.7473914098519803
1,0.2656249999999991,0.6333333333333327,0.8094001766548008,0.7254901960784315,0.801862913840235,0.7570977917981099
3,0.2656249999999991,0.6333333333333327,0.7906640614544581,0.7557932263814616,0.8160190158772723,0.7668041737442396
1,0.2656249999999991,0.6333333333333327,0.8099354942319534,0.7183600713012477,0.794507317743118,0.7765105556903692
4,0.2656249999999991,0.5999999999999924,0.8891624956505451,0.5258467023172906,0.6384774684865806,0.7862169376364988
4,0.2656249999999991,0.6333333333333327,0.7376676213163462,0.9696969696969696,0.9767918890121988,0.8007765105556932
5,0.2656249999999991,0.6333333333333327,0.7456973849736359,0.9376114081996436,0.9547524643201468,0.8104828925018228
4,0.2656249999999991,0.5999999999999924,0.8522255828270124,0.6809269162210339,0.792428987224978,0.8201892744479524
2,0.2656249999999991,0.5999999999999924,0.9790958486121896,0.4081996434937611,0.5457617758923823,0.8347488473671468
5,0.2812499999999939,0.5666666666666711,0.9699954498005946,0.4616755793226381,0.6115217171205832,0.8444552293132764
3,0.2968749999999975,0.5666666666666711,0.8152886700034799,0.6880570409982175,0.7660218108734864,0.8590148022324708
2,0.2968749999999975,0.5666666666666711,0.7462327025507886,0.803921568627451,0.8192062236812667,0.8687211841786004
5,0.2812499999999939,0.5333333333333308,0.8987982120392927,0.5115864527629234,0.6278942707007911,0.8784275661247302
2,0.2656249999999991,0.5666666666666521,0.7847755681057791,0.786096256684492,0.8424157680004598,0.8929871390439246
1,0.2656249999999991,0.5666666666666521,0.8174299403120905,0.5775401069518716,0.6446707631277845,0.9172530939092486
3,0.2812499999999939,0.5666666666666711,0.7547977837852309,1.0,1.0,0.9269594758553782
4,0.2812499999999939,0.5666666666666711,1.0,0.4028520499108735,0.5665880810155389,0.9366658578015078
1,0.2812499999999939,0.6000000000000114,0.777281122025642,0.8110516934046346,0.8608588339275796,0.9512254307207022
3,0.2812499999999939,0.6000000000000114,0.7328497631219724,0.7914438502673796,0.792027654435268,0.9609318126668318
1,0.2968749999999975,0.5666666666666711,0.8522255828270124,0.6238859180035651,0.7260475013841422,0.9706381946129614
4,0.2812499999999939,0.5666666666666711,0.8570434410213863,0.5757575757575757,0.6738260266659578,0.980344576559091
3,0.2656249999999991,0.5666666666666521,0.7382029388934989,0.8324420677361855,0.8391412572844182,0.9900509585052206
2,0.2656249999999991,0.5666666666666521,0.7820989802200158,0.8538324420677361,0.9118841284478624,0.9997573404513505
2,0.2656249999999991,0.5666666666666521,0.7788870747571,0.7361853832442067,0.7830093939236391,1.0
3,0.2656249999999991,0.5666666666666521,0.7483739728593991,0.9180035650623886,0.9381414565174816,0.0
4,0.2656249999999991,0.5666666666666521,0.7505152431680097,0.6755793226381461,0.6923746379046571,0.0097063819461296
5,0.2656249999999991,0.5333333333333308,0.7735338989855735,0.8894830659536541,0.9395552424812322,0.0194127638922592
3,0.2812499999999939,0.5333333333333308,0.7762104868713368,0.8467023172905526,0.897460905560531,0.0436787187575832
1,0.2812499999999939,0.5333333333333308,0.7778164396027947,0.7272727272727272,0.772466590022528,0.0533851007037128
5,0.2968749999999975,0.5333333333333308,0.786381520837237,0.714795008912656,0.7675737178622671,0.0630914826498424
4,0.2812499999999939,0.5333333333333308,0.7612215947110627,0.8484848484848485,0.8819835325859422,0.0727978645959721
4,0.2968749999999975,0.5333333333333308,0.9657129091833734,0.4777183600713012,0.6299778133330832,0.0825042465421017
1,0.2968749999999975,0.5333333333333308,0.7687160407911997,0.7825311942959001,0.8214344024812792,0.0970638194612961
2,0.2968749999999975,0.5333333333333308,0.8265303391236855,0.5668449197860963,0.6397765879389855,0.1213297743266201
4,0.2968749999999975,0.5333333333333308,0.7596156419796047,0.805704099821747,0.835746867942879,0.1310361562727497
5,0.2812499999999939,0.5333333333333308,0.7960172372259846,0.7040998217468806,0.7653533572334829,0.1455957291919442
3,0.2812499999999939,0.5333333333333308,0.9384117127485884,0.4598930481283422,0.589325929003969,0.1601553021111386
5,0.2812499999999939,0.5333333333333308,0.9796311661893422,0.4438502673796791,0.5937510139190812,0.1698616840572682
5,0.2812499999999939,0.5333333333333308,0.9244934557426197,0.483065953654189,0.6098395072780007,0.1795680660033978
2,0.3125000000000011,0.4999999999999905,0.7762104868713368,0.7664884135472371,0.8124382934547966,0.1941276389225923
5,0.2968749999999975,0.4999999999999905,0.8682851101415918,0.5686274509803921,0.6742104200846736,0.2038340208687219
2,0.2968749999999975,0.5333333333333308,0.7232140467332248,0.93048128342246,0.9189243916387788,0.2135404028148515
2,0.2968749999999975,0.5333333333333308,0.8431251840154175,0.6292335115864527,0.7244512914250689,0.2280999757340459
4,0.2812499999999939,0.5333333333333308,0.9368057600171306,0.5329768270944741,0.6818096825183997,0.2426595486532403
4,0.2812499999999939,0.5000000000000094,0.8185005754663958,0.5828877005347594,0.6514921175243137,0.2572191215724347
1,0.2656249999999991,0.5333333333333308,0.8152886700034799,0.7914438502673796,0.8811235337508497,0.2669255035185644
5,0.2656249999999991,0.5666666666666521,0.9914081528867004,0.445632798573975,0.6033022131027599,0.276631885464694
1,0.2656249999999991,0.5333333333333308,1.0,0.3689839572192513,0.5370262725735037,0.2863382674108236
5,0.2656249999999991,0.5333333333333308,0.8324188324723646,0.7237076648841355,0.8226410069074848,0.2960446493569532
1,0.2656249999999991,0.5333333333333308,0.7713926286769629,0.7219251336898396,0.7604539699305317,0.3057510313030828
4,0.2656249999999991,0.4999999999999905,0.7762104868713368,0.7736185383244206,0.8199958589753064,0.3203106042222772
4,0.2656249999999991,0.4999999999999905,0.8516902652498598,0.5543672014260249,0.6447398236402995,0.3300169861684069
4,0.2656249999999991,0.4999999999999905,0.7735338989855735,0.8645276292335116,0.9131949751571096,0.3397233681145365
4,0.2656249999999991,0.5333333333333308,0.8013704129975111,0.8342245989304812,0.912896581621903,0.3494297500606661
3,0.2812499999999939,0.5000000000000094,0.8677497925644392,0.5828877005347594,0.6906924280620749,0.3639893229798605
4,0.2812499999999939,0.4666666666666691,0.8415192312839596,0.607843137254902,0.6984910538621181,0.3882552778451846
2,0.2656249999999991,0.4666666666666691,1.0,0.4010695187165775,0.548835620213569,0.3979616597913142
4,0.2499999999999955,0.5000000000000094,0.8024410481518164,0.7754010695187166,0.849659303643307,0.4076680417374438
3,0.2656249999999991,0.4999999999999905,0.8019057305746637,0.7040998217468806,0.7710150162311751,0.4319339966027678
3,0.2656249999999991,0.4666666666666691,0.795481919648832,0.7468805704099821,0.811309870740872,0.4464935695219623
3,0.2656249999999991,0.4666666666666691,0.8993335296164453,0.5240641711229946,0.6435918554983049,0.4610531424411567
3,0.2656249999999991,0.4666666666666691,0.7660394529054364,0.8146167557932265,0.8521376639226189,0.4707595243872863
1,0.2812499999999939,0.4666666666666691,0.8372366906667383,0.607843137254902,0.6949363920104025,0.4804659063334159
1,0.2656249999999991,0.4666666666666691,0.855972805867081,0.5882352941176471,0.6875690686564434,0.4901722882795455
2,0.2656249999999991,0.4666666666666691,0.9137871041995668,0.5008912655971479,0.6250197897459212,0.4998786702256751
1,0.2499999999999955,0.4666666666666691,0.7853108856829317,0.7254901960784315,0.7779979461664186,0.5144382431448695
3,0.2812499999999939,0.4666666666666691,0.7671100880597418,0.7967914438502675,0.8346562330565571,0.5241446250909991
4,0.2812499999999939,0.4666666666666691,0.8340247852038225,0.734402852049911,0.8364088064401928,0.5338510070371288
4,0.2968749999999975,0.4666666666666691,0.7012660260699662,0.9037433155080214,0.865432464096026,0.5435573889832584
3,0.2812499999999939,0.4666666666666691,0.8276009742779907,0.7736185383244206,0.8742852399833265,0.553263770929388
5,0.2812499999999939,0.4666666666666691,0.9244934557426197,0.5240641711229946,0.6615971038366503,0.5629701528755177
3,0.2812499999999939,0.4333333333333478,0.8350954203581278,0.5739750445632799,0.6545372952176638,0.5726765348216473
1,0.2968749999999975,0.4000000000000075,0.7114370600358666,1.0,1.0,0.5823829167677769
4,0.2812499999999939,0.4333333333333478,0.7564037365166888,0.8288770053475936,0.8561483857626411,0.5920892987139065
3,0.2968749999999975,0.4000000000000075,0.8495489949412492,0.6880570409982175,0.798211827876706,0.6017956806600361
4,0.2812499999999939,0.4000000000000075,0.8345601027809751,0.6114081996434937,0.696777571334623,0.6115020626061657
3,0.2656249999999991,0.3999999999999886,0.7885227911458476,0.732620320855615,0.7888573860022682,0.6212084445522953
3,0.2656249999999991,0.3999999999999886,0.929846631514146,0.4937611408199643,0.6269508780392652,0.6309148264984249
1,0.2499999999999955,0.4333333333333289,0.7713926286769629,0.770053475935829,0.811150901259234,0.6406212084445545
3,0.2499999999999955,0.4333333333333289,0.7655041353282838,0.8841354723707665,0.9242120814460596,0.655180781363749
4,0.2656249999999991,0.3999999999999886,0.7328497631219724,0.9447415329768272,0.9454384163303876,0.6697403542829434
2,0.2656249999999991,0.4333333333333289,0.9159283745081772,0.5080213903743316,0.6354023211368559,0.679446736229073
4,0.2499999999999955,0.4666666666666691,0.7601509595567574,0.8146167557932265,0.8455873394619978,0.6940063091482674
1,0.2499999999999955,0.5000000000000094,0.6943068975669818,0.9857397504456328,0.934585491637228,0.7182722640135915
2,0.2656249999999991,0.4666666666666691,0.7756751692941841,0.8805704099821746,0.932715645685171,0.7279786459597211
3,0.2656249999999991,0.4666666666666691,0.6787826878295552,0.9946524064171124,0.9219500239040586,0.7522446008250451
5,0.2656249999999991,0.4666666666666691,0.8088648590776482,0.64349376114082,0.7107642796617182,0.7619509827711748
2,0.2499999999999955,0.4666666666666691,0.8265303391236855,0.6274509803921569,0.7081803740708268,0.7716573647173044
2,0.2343750000000008,0.4666666666666502,0.9517946521774048,0.5026737967914439,0.6533332968485345,0.781363746663434
3,0.2343750000000008,0.4666666666666502,0.753191831053773,0.9001782531194296,0.9258473822612732,0.7959233195826284
5,0.2343750000000008,0.4666666666666502,0.7446267498193306,0.7557932263814616,0.7685053832669506,0.8201892744479524
5,0.2187499999999972,0.4999999999999905,0.8099354942319534,0.5989304812834225,0.6624180118156022,0.8347488473671468
1,0.2187499999999972,0.4999999999999905,0.8629319343700653,0.64349376114082,0.758274003186426,0.8444552293132764
2,0.2031249999999936,0.5333333333333308,0.8110061293862587,0.714795008912656,0.791609382274564,0.8687211841786004
5,0.1874999999999989,0.5333333333333308,0.7382029388934989,0.8556149732620321,0.8625006498854834,0.8784275661247302
1,0.2031249999999936,0.5000000000000094,0.7885227911458476,0.7112299465240641,0.7658250535642458,0.8929871390439246
5,0.2031249999999936,0.5000000000000094,0.7612215947110627,0.7611408199643495,0.79119111011386,0.9026935209900542
2,0.2031249999999936,0.4666666666666691,0.7831696153743212,0.6702317290552585,0.7167803624217516,0.9123999029361838
5,0.2031249999999936,0.4666666666666691,0.8479430422097913,0.7308377896613191,0.8462388537310072,0.9269594758553782
2,0.2031249999999936,0.4666666666666691,0.9903375177323952,0.481283422459893,0.6508627547404504,0.9415190487745726
3,0.2031249999999936,0.4666666666666691,0.8179652578892431,0.6452762923351159,0.7207519934056333,0.9512254307207022
4,0.2031249999999936,0.4666666666666691,1.0,0.3529411764705882,0.5126453055986315,0.9609318126668318
1,0.2031249999999936,0.4333333333333478,0.8002997778432058,0.8199643493761141,0.8960927255956112,0.9851977675321558
3,0.2031249999999936,0.4666666666666691,0.7911993790316109,0.7754010695187166,0.8377561379485041,0.9997573404513505
3,0.2031249999999936,0.4666666666666691,0.8024410481518164,0.7130124777183601,0.7812959113961444,1.0
4,0.2031249999999936,0.4666666666666691,0.7874521559915423,0.8377896613190731,0.9008748403301406,1.0
5,0.2031249999999936,0.4666666666666691,0.6862771339096921,1.0,1.0,1.0
4,0.1874999999999989,0.4666666666666691,0.7558684189395362,0.9322638146167556,0.9622553026420598,1.0
3,0.1874999999999989,0.4666666666666691,0.8490136773640966,0.6327985739750446,0.7336441577607925,0.0
3,0.2031249999999936,0.4666666666666691,0.7858462032600844,0.7807486631016042,0.8378265014895571,0.0097063819461296
3,0.2187499999999972,0.4666666666666691,0.7708573110998103,0.7771836007130125,0.8180934373097988,0.024265954865324
5,0.2187499999999972,0.4999999999999905,0.9277053612055356,0.463458110516934,0.5871185986605649,0.0388255277845184
2,0.2031249999999936,0.4666666666666691,0.8629319343700653,0.5811051693404635,0.6847571330713987,0.048531909730648
1,0.2031249999999936,0.5000000000000094,0.7804930274885579,0.7647058823529411,0.81502089601715,0.0727978645959721
2,0.2031249999999936,0.5000000000000094,0.7671100880597418,1.0,1.0,0.0970638194612961
1,0.2031249999999936,0.5000000000000094,0.7055485666871875,1.0,1.0,0.1067702014074257
1,0.2031249999999936,0.4666666666666691,0.86186129921576,0.6238859180035651,0.7342565811736613,0.1164765833535553
1,0.1718749999999952,0.5000000000000094,0.7826342977971684,0.9055258467023172,0.9677540830724998,0.1310361562727497
4,0.1562500000000005,0.4999999999999905,1.0,0.3707664884135472,0.5214615966868676,0.1407425382188794
4,0.1718749999999952,0.4666666666666691,0.8516902652498598,0.6007130124777184,0.6986409021439903,0.1553021111380738
4,0.1718749999999952,0.5000000000000094,0.6991247557613557,1.0,0.9921233227905296,0.1698616840572682
3,0.1718749999999952,0.5000000000000094,0.7398088916249568,0.7754010695187166,0.783341666200834,0.1795680660033978
4,0.1718749999999952,0.5000000000000094,0.8661438398329813,0.6185383244206774,0.7315801605565706,0.1892744479495274
1,0.1718749999999952,0.5333333333333308,1.0,0.3814616755793226,0.5543500369864651,0.1989808298956571
5,0.1718749999999952,0.5333333333333308,0.7687160407911997,0.894830659536542,0.9393167882587748,0.2086872118417867
3,0.1718749999999952,0.5666666666666711,0.6980541206070504,0.8877005347593582,0.8461763083611824,0.2183935937879163
5,0.1718749999999952,0.5666666666666711,0.7895934263001528,0.8894830659536541,0.9590615796953752,0.2280999757340459
1,0.1718749999999952,0.5666666666666711,0.9764192607264264,0.4313725490196078,0.5751672209098553,0.2378063576801755
3,0.1562500000000005,0.5666666666666521,0.7183961885388509,0.857397504456328,0.8411075273482889,0.2620723125454995
4,0.1562500000000005,0.5666666666666521,0.7949466020716793,0.7254901960784315,0.7875439332359452,0.276631885464694
3,0.1718749999999952,0.5333333333333308,0.8923744011134609,0.5454545454545454,0.6646774633005271,0.2863382674108236
3,0.1718749999999952,0.5333333333333308,0.7740692165627261,0.6809269162210339,0.7197564796025868,0.2960446493569532
1,0.1562500000000005,0.5999999999999924,0.6964481678755925,0.998217468805704,0.949334471659064,0.3057510313030828
2,0.1718749999999952,0.5999999999999924,0.7382029388934989,0.768270944741533,0.774453708543007,0.3154574132492124
2,0.1874999999999989,0.5999999999999924,0.8597200289071495,0.5989304812834225,0.7031350475716175,0.3251637951953421
2,0.1874999999999989,0.5666666666666521,0.8238537512379223,0.7736185383244206,0.8703266392848251,0.3348701771414717
4,0.1718749999999952,0.5999999999999924,0.7906640614544581,0.8894830659536541,0.9603620021763184,0.3494297500606661
4,0.1718749999999952,0.5999999999999924,0.8918390835363083,0.6167557932263815,0.7511125583414742,0.3591361320067957
4,0.1718749999999952,0.5999999999999924,0.7483739728593991,0.9233511586452762,0.943606358205933,0.3688425139529253
2,0.1718749999999952,0.5999999999999924,0.89826289446214,0.6167557932263815,0.7565227328313286,0.3931084688182494
5,0.1718749999999952,0.6333333333333327,1.0,0.1907308377896613,0.3733776154551694,0.4173744236835734
1,0.1874999999999989,0.5999999999999924,0.7778164396027947,0.7647058823529411,0.8122258998030996,0.4319339966027678
2,0.1874999999999989,0.6333333333333327,0.766574770482589,0.8823529411764706,0.9236387488893312,0.4416403785488975
1,0.2031249999999936,0.6000000000000114,0.8174299403120905,0.7290552584670231,0.8137973522199503,0.4659063334142215
2,0.2031249999999936,0.6333333333333327,0.8500843125184019,0.6238859180035651,0.7242232614309155,0.4804659063334159
5,0.2031249999999936,0.6000000000000114,0.7671100880597418,0.839572192513369,0.8794699905361039,0.4901722882795455
2,0.2031249999999936,0.6000000000000114,0.8613259816386074,0.6238859180035651,0.7338005211853547,0.4998786702256751
5,0.1874999999999989,0.5999999999999924,0.8431251840154175,0.734402852049911,0.8455352183204772,0.5095850521718047
3,0.2031249999999936,0.5666666666666711,0.8757795562217289,0.6363636363636364,0.7610364236870263,0.5192914341179343
4,0.2031249999999936,0.5666666666666711,0.7976231899574425,0.6755793226381461,0.7358332457046641,0.5338510070371288
3,0.2031249999999936,0.5666666666666711,0.9319879018227568,0.5846702317290552,0.744091840578628,0.5435573889832584
2,0.2187499999999972,0.5666666666666711,0.7194668236931563,0.9447415329768272,0.928173288201637,0.553263770929388
4,0.2187499999999972,0.5999999999999924,0.8613259816386074,0.6292335115864527,0.740090239938372,0.5678233438485825
5,0.2031249999999936,0.6333333333333327,0.76068627713391,1.0,1.0,0.5775297257947121
2,0.2031249999999936,0.6000000000000114,0.8516902652498598,0.6541889483065954,0.7608344542636333,0.5920892987139065
4,0.2031249999999936,0.6000000000000114,0.7906640614544581,0.7843137254901961,0.8468121862877355,0.6017956806600361
2,0.2031249999999936,0.6333333333333327,0.8152886700034799,0.64349376114082,0.7164089992884163,0.6115020626061657
4,0.2187499999999972,0.5999999999999924,0.8431251840154175,0.6042780748663101,0.6957195121617517,0.6212084445522953
4,0.2031249999999936,0.6333333333333327,0.7194668236931563,0.9429590017825312,0.9264220178465395,0.6309148264984249
3,0.2031249999999936,0.6333333333333327,0.7419501619335673,0.8003565062388591,0.810892901608706,0.655180781363749
4,0.1874999999999989,0.6333333333333327,0.8506196300955545,0.661319073083779,0.7681600807043757,0.6648871633098786
2,0.1874999999999989,0.6333333333333327,0.828671609432296,0.7183600713012477,0.812886535271875,0.679446736229073
1,0.1874999999999989,0.6333333333333327,0.8024410481518164,0.6827094474153297,0.7480908351618082,0.6891531181752026
1,0.1874999999999989,0.5999999999999924,0.890768448382003,0.5632798573975044,0.6851636779752606,0.6988595001213322
3,0.1874999999999989,0.6333333333333327,0.7746045341398787,0.679144385026738,0.7183687542095968,0.7085658820674618
5,0.1874999999999989,0.5999999999999924,0.7676454056368944,0.823529411764706,0.8632668306658385,0.7182722640135915
1,0.1874999999999989,0.5999999999999924,0.7580096892481467,0.9393939393939394,0.9723615919829348,0.7328318369327859
3,0.2031249999999936,0.5666666666666711,0.9780252134578844,0.4331550802139037,0.5784938527674177,0.7425382188789155
4,0.2031249999999936,0.6000000000000114,0.6980541206070504,0.8021390374331551,0.7646171461095022,0.7668041737442396
2,0.2031249999999936,0.6000000000000114,0.8399132785525016,0.6131907308377896,0.7032914109961796,0.7765105556903692
4,0.1874999999999989,0.6333333333333327,0.8479430422097913,0.5222816399286988,0.604751180837037,0.7862169376364988
2,0.1874999999999989,0.5999999999999924,0.7291025400819039,0.9590017825311942,0.9548019794045915,0.7959233195826284
5,0.1874999999999989,0.5666666666666521,0.7114370600358666,0.877005347593583,0.8520086640973551,0.805629701528758
3,0.1874999999999989,0.5999999999999924,0.8238537512379223,0.64349376114082,0.7239352921240134,0.8153360834748876
3,0.1874999999999989,0.5999999999999924,0.8720323331816604,0.661319073083779,0.7874970242085764,0.8250424654210172
1,0.1874999999999989,0.5999999999999924,0.8233184336607696,0.5739750445632799,0.6453066410543378,0.8396020383402116
3,0.1874999999999989,0.6333333333333327,0.8404485961296543,0.6203208556149732,0.711922672032017,0.8493084202863412
5,0.1874999999999989,0.5666666666666521,0.7537271486309256,0.768270944741533,0.7907402622397055,0.8590148022324708
1,0.1718749999999952,0.5999999999999924,0.7622922298653679,0.8484848484848485,0.8832240157541363,0.8687211841786004
4,0.1718749999999952,0.5999999999999924,0.8094001766548008,0.6221033868092691,0.6875925231701279,0.8784275661247302
3,0.1718749999999952,0.5999999999999924,0.7911993790316109,0.7647058823529411,0.8262008808733523,0.8881339480708598
4,0.1562500000000005,0.5999999999999924,0.8993335296164453,0.6007130124777184,0.7377226370847918,0.8978403300169894
4,0.1562500000000005,0.5999999999999924,0.8002997778432058,0.6898395721925134,0.7538867060989165,0.9123999029361838
3,0.1406249999999969,0.5666666666666711,0.8308128797409066,0.6524064171122995,0.7401619065079632,0.9221062848823134
2,0.1249999999999933,0.6000000000000114,0.7456973849736359,0.8966131907308377,0.9130047329905588,0.9366658578015078
4,0.1406249999999969,0.5999999999999924,0.8623966167929127,0.5454545454545454,0.6423487662730348,0.9463722397476374
1,0.1406249999999969,0.5666666666666711,0.716790235807393,0.9197860962566844,0.9002936896021841,0.956078621693767
3,0.1406249999999969,0.5666666666666711,0.951259334600252,0.4331550802139037,0.5626620560304878,0.9706381946129614
1,0.1406249999999969,0.5999999999999924,0.7216080940017668,1.0,1.0,0.980344576559091
4,0.1406249999999969,0.5999999999999924,0.7719279462541155,0.786096256684492,0.8286245139540676,0.9900509585052206
4,0.1406249999999969,0.5999999999999924,0.7467680201279412,0.875222816399287,0.892502881973369,0.9997573404513505
1,0.1249999999999933,0.6000000000000114,0.870961698027355,0.5597147950089126,0.6656886134460296,1.0
4,0.1249999999999933,0.6000000000000114,0.848478359786944,0.5971479500891266,0.691875577974596,1.0
3,0.1406249999999969,0.5999999999999924,0.786381520837237,0.8110516934046346,0.870937759669156,1.0
4,0.1406249999999969,0.6333333333333327,0.7291025400819039,1.0,1.0,1.0
1,0.1406249999999969,0.6333333333333327,0.7521211958994677,1.0,1.0,1.0
1,0.1406249999999969,0.6333333333333327,0.8896978132276977,0.5828877005347594,0.7081621316712945,0.0
3,0.1406249999999969,0.5999999999999924,0.7847755681057791,0.7593582887700535,0.8137621704494239,0.0097063819461296
1,0.1406249999999969,0.5999999999999924,0.8672144749872865,0.6381461675579322,0.7557044309094527,0.024265954865324
2,0.1406249999999969,0.5999999999999924,0.7264259521961406,0.859180035650624,0.8522770879761871,0.0339723368114536
